1696, 9
1699, 5
1701, 2
1702, 8
1706, 2
1708, 1
1709, 9
1711, 2
1712, 10
1713, 2
1715, 4
1719, 4
1721, 3
1722, 9
1724, 6
1727, 6
1732, 8
1734, 4
1736, 2
1737, 5
1741, 2
1742, 3
1744, 2
1745, 1
1748, 2
1750, 2
1751, 2
1752, 4
1753, 9
1754, 3
1757, 2
1758, 7
1760, 3
1760, 8
1760, 10
1762, 4
1765, 6
1767, 7
